"subj_code","condition","desktop_conf","attent_conf","prevalence","latent_feature","LS_bias_probe_stim","scale_orient","instr_tests","LS_bias_probe_rating","explanation","bluefeet_choice","bluebeak_choice","typical_choice","bluefeet_bluebeak_choice","age","gender","tech_issues","rating_rec"
"mjex80K36dF7",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"It is equally to have blue feet as well as a blue beak as it could have the same chance of having blue feet as well as not having blue feet.","This duck has a TOX20 mutation (blue beak).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",35,"2: female","none",0
"MkBEAYPRenuv",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"equal chance of either","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",39,"2: female",NA,0
"NeIVFKHDjzWr",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"The study had stated that there is equal distribution of the mutation and we only have half the facts as we cannot see the duck's feet so there is equal possibility of being either mutation.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",29,"1: male","n/a",0
"nGZmxJ51zySG",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"Because we couldn't see the feet of the duck we have to assume it could be either blue or orange, given that they are both equally likely to be present we can assume the chance of the mutation being PIX or TOX is 50%","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",21,"1: male",NA,0
"nkKFOIdl3Rzr",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"you can see the beak, can't see feet so unable to decide on colour","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has PIX67 mutation (blue beak and blue feet) and a TOX20 mutation (blue beak).",74,"1: male","none",0
"nWXlcqlmK3V1",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"We could see the duck had a blue beak, but couldn't see their feet (so feet could be blue or yellow). The blue beak indicates that the duck had one of the mutations Pix or Tox, but as we couldn't see the feet we couldn't tell which. As both gene mutations are equally likely to occur, it's 50/50.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",31,"2: female",NA,0
"oh67lfrvCv3g",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"Since the duck had a blue beak but we couldn't see the duck's feet, and each duck has an equal chance of having any one of the three possible mutations, I assumed that the duck an equal chance of having either one of the two mutations that cause a blue beak (i.e. a 50/50 chance).","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",44,"2: female","There were no errors or technical issues.",0
"OzYsiQy3LLud",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"I only saw the duck's blue  beak, it's feet are covered in water ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",40,"2: female","no errors ",0
"p4XSTk4QEIE6",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"we don't know what the feet are so they could be blue or yellow","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has PIX67 mutation (blue beak and blue feet) and a TOX20 mutation (blue beak).",32,"2: female","none",0
"pOypAVGrgm9l",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"I cannot see the feet meaning there is a probability they are orange, blue (or may not even exist :O) and because the mutations all have an equal chance of occurring, there is an equal chance the duck may have any color feet.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",28,"1: male","n/a",0
"PqADQWifRMdj",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,0,"Because I could only see a blue beak.","This duck has a NAX20 mutation (blue feet).","This duck has no mutation affecting beak and feet color.","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",52,"1: male","I didn't notice any errors whatsoever.",-5
"pV7n6Fl4wKod",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"You could not see the duck's feet so as there was an equal chance of all mutations and a blue bill, until you see the feet, both PIX67 and TOX20 are equal possibilities.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",49,"1: male",NA,0
"pVmvArnxhqSX",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"The duck had a blue beak but we couldn't see the feet to know if it was the PIX67 mutation, which means it could have equally been caused by the NAX20 mutation. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",46,"2: female",NA,0
"PyrqXi6V7lp0",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",3,5,"Could not see the ducks feet","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet) and NAX20 mutation (blue feet).",24,"2: female",NA,0
"QhwQG5RAKoIh",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"you can only see the beak the feet arent visible so theres a 50/50 chance the feet are either yellow or blue","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",28,"1: male",NA,0
"qi8Qah1zwDwV",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,9,"The duck had blue beak and feet and its caused by mutation","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",56,"1: male","none",4
"qW7kmfZbkh1L",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",2,0,"unable to provide certainty on feet however certainty that the duck had a blue beak","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",21,"2: female","none",-5
"S1jVaXUvRoei",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"The chances of having any of the mutations was equally likely so I thought the chances of the duck having blue feet or not were equally likely. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",34,"2: female",NA,0
"S5KdJqa7eY7v",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"I got that wrong it must have blue feet","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",77,"1: male","No issues apparent",0
"tm2r2okMfovf",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"couldn't see his feet so couldn't judge completely","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",69,"2: female","n/a",0
"ujU9RunSrtlQ",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,6,"There is high change that it is going to possess that mutation characteristics","This duck has PIX67 mutation (blue beak and blue feet) and a TOX20 mutation (blue beak).","This duck has a NAX20 mutation (blue feet).","This duck has PIX67 mutation (blue beak and blue feet) and a TOX20 mutation (blue beak).","This duck has a TOX20 mutation (blue beak) and a NAX20 mutation (blue feet).",34,"1: male","N/A",1
"w40RjtbKuoXq",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"As only the top part of the duck is visible, you cannot rule out one of the two possible gene mutations, and as one mutation is as likely as another, it is impossible to rule out a gene mutation so that is why I chose the rating","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",53,"1: male",NA,0
"XJWuBwACbO8K",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",2,10,"made the decision because of the envirnoment of the bird","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",27,"1: male","none",5
"xRgNAMzy2poH",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"The duck has a blue beak, so this could be caused by the duck having either of PIX67 or TOX20, or it could have both of these mutations. All probability of have one of them or noth are equally likely. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",60,"1: male","No errors encountered.",0
"Xt6hOIYEVcpW",5,"1: I confirm","1: I will take it seriously","omitted","feet","probe_amb_beak.png","narrow_left",1,5,"The gene probabilities are the same and mutations are independent each other.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",31,"1: male",NA,0
